Receiver,Sender,external_exists,external_id,ywp_id,ywp_year,actorID,bc_id,conflictID,bc_name,bwd_id,bwd_name,country1,country2,locationid1,locationid2,external_nameid,external_alleged,external_type_X,external_type_Y,external_type_L,external_type_W,external_type_M,external_type_T,external_type_$,external_type_I,external_type_O,external_type_U,external_type_text,external_type_code
RPF,,0,4341,9332,1975,1952,186,25,Myanmar (Arakan),794,Government of Myanmar (Burma) - RPF,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
RPF,,0,4342,9338,1976,1952,186,25,Myanmar (Arakan),794,Government of Myanmar (Burma) - RPF,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
RPF,,0,4343,9336,1977,1952,186,25,Myanmar (Arakan),794,Government of Myanmar (Burma) - RPF,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
RPF,,0,4344,9337,1978,1952,186,25,Myanmar (Arakan),794,Government of Myanmar (Burma) - RPF,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
RSO,,0,4347,4046,1991,1029,186,25,Myanmar (Arakan),312,Government of Myanmar (Burma) - RSO,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
RSO,,0,4348,3828,1994,1029,186,25,Myanmar (Arakan),312,Government of Myanmar (Burma) - RSO,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
Government of Myanmar (Burma),,0,4364,8697,2009,775,182,67,Myanmar (Shan),307,Government of Myanmar (Burma) - SSA/s,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
SSA/s,,0,4365,4074,1996,1098,182,67,Myanmar (Shan),307,Government of Myanmar (Burma) - SSA/s,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
SSA/s,,0,4366,4076,1997,1098,182,67,Myanmar (Shan),307,Government of Myanmar (Burma) - SSA/s,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
SSA/s,,0,4367,4184,1998,1098,182,67,Myanmar (Shan),307,Government of Myanmar (Burma) - SSA/s,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
SSA/s,,0,4372,3887,2001,1098,182,67,Myanmar (Shan),307,Government of Myanmar (Burma) - SSA/s,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
SSA/s,,0,4374,5494,2005,1098,182,67,Myanmar (Shan),307,Government of Myanmar (Burma) - SSA/s,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
SSA/s,,0,4375,7524,2006,1098,182,67,Myanmar (Shan),307,Government of Myanmar (Burma) - SSA/s,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
SSA/s,,0,4376,7880,2007,1098,182,67,Myanmar (Shan),307,Government of Myanmar (Burma) - SSA/s,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
SSA/s,,0,4377,8438,2008,1098,182,67,Myanmar (Shan),307,Government of Myanmar (Burma) - SSA/s,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
SSA/s,,0,4378,8698,2009,1098,182,67,Myanmar (Shan),307,Government of Myanmar (Burma) - SSA/s,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
UWSA,,0,4380,4020,1997,1207,188,228,Myanmar (Wa),321,Government of Myanmar (Burma) - UWSA,Myanmar (Burma),,775,0,,,,,,,,,,,,,,
CPN-M,,0,4381,4363,1996,1100,203,72,Nepal,349,Government of Nepal - CPN-M,Nepal,,790,0,,,,,,,,,,,,,,
CPN-M,,0,4382,4355,1997,1100,203,72,Nepal,349,Government of Nepal - CPN-M,Nepal,,790,0,,,,,,,,,,,,,,
CPN-M,,0,4383,4378,1998,1100,203,72,Nepal,349,Government of Nepal - CPN-M,Nepal,,790,0,,,,,,,,,,,,,,
Government of Nepal,,0,4409,4364,1996,790,203,72,Nepal,349,Government of Nepal - CPN-M,Nepal,,790,0,,,,,,,,,,,,,,
Government of Nepal,,0,4411,4379,1998,790,203,72,Nepal,349,Government of Nepal - CPN-M,Nepal,,790,0,,,,,,,,,,,,,,
Government of Nepal,,0,4412,4411,1999,790,203,72,Nepal,349,Government of Nepal - CPN-M,Nepal,,790,0,,,,,,,,,,,,,,
FSLN,,0,4474,9233,1977,1619,142,140,Nicaragua,567,Government of Nicaragua - FSLN,Nicaragua,,93,0,,,,,,,,,,,,,,
Government of Nicaragua,,0,4479,9232,1977,93,142,140,Nicaragua,567,Government of Nicaragua - FSLN,Nicaragua,,93,0,,,,,,,,,,,,,,
Government of Nicaragua,,0,4480,6870,1978,93,142,140,Nicaragua,567,Government of Nicaragua - FSLN,Nicaragua,,93,0,,,,,,,,,,,,,,
Government of Nicaragua,,0,4481,6872,1979,93,142,140,Nicaragua,567,Government of Nicaragua - FSLN,Nicaragua,,93,0,,,,,,,,,,,,,,
CRA,,0,4482,2597,1994,1377,78,178,Niger (Air and Azawad),111,Government of Niger - CRA,Niger,,436,0,,,,,,,,,,,,,,
Government of Niger,,0,4483,2569,1994,436,78,178,Niger (Air and Azawad),111,Government of Niger - CRA,Niger,,436,0,,,,,,,,,,,,,,
FARS,,0,4484,2656,1997,1396,79,212,Niger (Eastern Niger),114,Government of Niger - FARS,Niger,,436,0,,,,,,,,,,,,,,
FDR,,0,4487,9389,1995,1395,79,212,Niger (Eastern Niger),113,Government of Niger - FDR,Niger,,436,0,,,,,,,,,,,,,,
Government of Niger,,0,4488,9388,1995,436,79,212,Niger (Eastern Niger),113,Government of Niger - FDR,Niger,,436,0,,,,,,,,,,,,,,
FLAA,,0,4489,8461,1991,1376,354,255,Niger,761,Government of Niger - FLAA,Niger,,436,0,,,,,,,,,,,,,,
FLAA,,0,4490,8211,1992,1376,354,255,Niger,761,Government of Niger - FLAA,Niger,,436,0,,,,,,,,,,,,,,
Government of Niger,,0,4491,8460,1991,436,354,255,Niger,761,Government of Niger - FLAA,Niger,,436,0,,,,,,,,,,,,,,
UFRA,,0,4503,8215,1997,1378,354,255,Niger,762,Government of Niger - UFRA,Niger,,436,0,,,,,,,,,,,,,,
Government of Nigeria,,0,4505,5263,2004,475,238,249,Nigeria (Northern Nigeria),446,Government of Nigeria - Ahlul Sunnah Jamaa,Nigeria,,475,0,,,,,,,,,,,,,,
Government of Nigeria,,0,4507,9323,2009,475,259,100,Nigeria,793,Government of Nigeria - Boko Haram,Nigeria,,475,0,,,,,,,,,,,,,,
Government of Nigeria,,0,4508,5776,2004,475,246,250,Nigeria (Niger Delta),473,Government of Nigeria - NDPVF,Nigeria,,475,0,,,,,,,,,,,,,,
NDPVF,,0,4509,5777,2004,1414,246,250,Nigeria (Niger Delta),473,Government of Nigeria - NDPVF,Nigeria,,475,0,,,,,,,,,,,,,,
Government of North Vietnam,,0,4510,9398,1975,816,369,96,North Vietnam - South Vietnam,803,Government of North Vietnam - Government of South Vietnam,"Vietnam, Democratic Republic of","Vietnam, Republic of",816,817,,,,,,,,,,,,,,
Government of South Vietnam,,0,4511,9399,1975,817,369,96,North Vietnam - South Vietnam,803,Government of North Vietnam - Government of South Vietnam,"Vietnam, Democratic Republic of","Vietnam, Republic of",816,817,,,,,,,,,,,,,,
Baluch Ittehad,,0,4517,7613,2005,1130,282,129,Pakistan (Baluchistan),638,Government of Pakistan - Baluch Ittehad,Pakistan,,770,0,,,,,,,,,,,,,,
Baluch Ittehad,,0,4518,7608,2006,1130,282,129,Pakistan (Baluchistan),638,Government of Pakistan - Baluch Ittehad,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4519,7612,2005,770,282,129,Pakistan (Baluchistan),638,Government of Pakistan - Baluch Ittehad,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4520,7542,2006,770,282,129,Pakistan (Baluchistan),638,Government of Pakistan - Baluch Ittehad,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4525,6609,1976,770,282,129,Pakistan (Baluchistan),544,Government of Pakistan - Baluchi separatists,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4526,6611,1977,770,282,129,Pakistan (Baluchistan),544,Government of Pakistan - Baluchi separatists,Pakistan,,770,0,,,,,,,,,,,,,,
BLA,,0,4527,7610,2004,1129,282,129,Pakistan (Baluchistan),639,Government of Pakistan - BLA,Pakistan,,770,0,,,,,,,,,,,,,,
BLA,,0,4528,7611,2006,1129,282,129,Pakistan (Baluchistan),639,Government of Pakistan - BLA,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4535,7609,2004,770,282,129,Pakistan (Baluchistan),639,Government of Pakistan - BLA,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4536,7542,2006,770,282,129,Pakistan (Baluchistan),639,Government of Pakistan - BLA,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4537,8216,2007,770,282,129,Pakistan (Baluchistan),639,Government of Pakistan - BLA,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4538,8415,2008,770,282,129,Pakistan (Baluchistan),639,Government of Pakistan - BLA,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4539,8794,2009,770,282,129,Pakistan (Baluchistan),639,Government of Pakistan - BLA,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4542,8415,2008,770,282,129,Pakistan (Baluchistan),774,Government of Pakistan - BRA,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4543,4224,1990,770,196,209,Pakistan,340,Government of Pakistan - MQM,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4544,4231,1995,770,196,209,Pakistan,340,Government of Pakistan - MQM,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Pakistan,,0,4545,4232,1996,770,196,209,Pakistan,340,Government of Pakistan - MQM,Pakistan,,770,0,,,,,,,,,,,,,,
MQM,,0,4546,4225,1990,1197,196,209,Pakistan,340,Government of Pakistan - MQM,Pakistan,,770,0,,,,,,,,,,,,,,
MQM,,0,4547,4230,1995,1197,196,209,Pakistan,340,Government of Pakistan - MQM,Pakistan,,770,0,,,,,,,,,,,,,,
MQM,,0,4548,4233,1996,1197,196,209,Pakistan,340,Government of Pakistan - MQM,Pakistan,,770,0,,,,,,,,,,,,,,
Government of Panama,,0,4556,3379,1989,95,144,173,Panama-USA,233,Government of Panama - Government of USA,Panama,United States of America,95,2,,,,,,,,,,,,,,
Government of USA,,0,4559,3380,1989,2,144,173,Panama-USA,233,Government of Panama - Government of USA,Panama,United States of America,95,2,,,,,,,,,,,,,,
Government of Panama,,0,4561,3377,1989,95,143,172,Panama,461,Government of Panama - Military faction (forces of Moises Giroldi),Panama,,95,0,,,,,,,,,,,,,,
BRA,,0,4564,4201,1989,1171,195,174,Papua New Guinea (Bougainville),337,Government of Papua New Guinea - BRA,Papua New Guinea,,910,0,,,,,,,,,,,,,,
BRA,,0,4565,4202,1990,1171,195,174,Papua New Guinea (Bougainville),337,Government of Papua New Guinea - BRA,Papua New Guinea,,910,0,,,,,,,,,,,,,,
BRA,,0,4568,4237,1994,1171,195,174,Papua New Guinea (Bougainville),337,Government of Papua New Guinea - BRA,Papua New Guinea,,910,0,,,,,,,,,,,,,,
BRA,,0,4569,4238,1995,1171,195,174,Papua New Guinea (Bougainville),337,Government of Papua New Guinea - BRA,Papua New Guinea,,910,0,,,,,,,,,,,,,,
Government of Paraguay,,0,4578,3381,1989,150,145,22,Paraguay,474,Government of Paraguay - Military faction (forces of General Rodriguez),Paraguay,,150,0,,,,,,,,,,,,,,
Military faction (forces of General Rodriguez),,0,4579,5787,1989,1585,145,22,Paraguay,474,Government of Paraguay - Military faction (forces of General Rodriguez),Paraguay,,150,0,,,,,,,,,,,,,,
Government of Peru,,0,4580,3383,1989,135,146,95,Peru,319,Government of Peru - MRTA,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4581,3943,1990,135,146,95,Peru,319,Government of Peru - MRTA,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4582,3944,1991,135,146,95,Peru,319,Government of Peru - MRTA,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4583,3947,1992,135,146,95,Peru,319,Government of Peru - MRTA,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4584,3948,1993,135,146,95,Peru,319,Government of Peru - MRTA,Peru,,135,0,,,,,,,,,,,,,,
MRTA,,0,4585,3915,1989,1612,146,95,Peru,319,Government of Peru - MRTA,Peru,,135,0,,,,,,,,,,,,,,
MRTA,,0,4586,4219,1990,1612,146,95,Peru,319,Government of Peru - MRTA,Peru,,135,0,,,,,,,,,,,,,,
MRTA,,0,4587,3964,1991,1612,146,95,Peru,319,Government of Peru - MRTA,Peru,,135,0,,,,,,,,,,,,,,
MRTA,,0,4588,3968,1992,1612,146,95,Peru,319,Government of Peru - MRTA,Peru,,135,0,,,,,,,,,,,,,,
MRTA,,0,4589,3969,1993,1612,146,95,Peru,319,Government of Peru - MRTA,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4590,6089,1982,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4591,6091,1983,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4592,6093,1984,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4593,6095,1985,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4594,6097,1986,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4595,6099,1987,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4596,6101,1988,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4597,3383,1989,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4598,3943,1990,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4599,3944,1991,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4600,3947,1992,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4601,3948,1993,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4602,3951,1994,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4603,3952,1995,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4604,3955,1996,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4605,3956,1997,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4606,3959,1998,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4607,3960,1999,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4608,7893,2007,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4609,8328,2008,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Government of Peru,,0,4610,8579,2009,135,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4611,6090,1982,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4612,6092,1983,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4613,6094,1984,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4614,6096,1985,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4615,6098,1986,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4616,6100,1987,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4617,6102,1988,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4618,3384,1989,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4619,3942,1990,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4620,3945,1991,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4621,3946,1992,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4622,3949,1993,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4623,3950,1994,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4624,3953,1995,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4625,3954,1996,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4626,3957,1997,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4627,3958,1998,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4628,3961,1999,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4629,7894,2007,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4630,8329,2008,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
Sendero Luminoso,,0,4631,8580,2009,1611,146,95,Peru,235,Government of Peru - Sendero Luminoso,Peru,,135,0,,,,,,,,,,,,,,
ASG,,0,4668,8644,2009,1119,150,112,Philippines (Mindanao),249,Government of Philippines - ASG,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4684,5667,1975,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4685,5669,1976,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4687,5673,1978,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4688,5675,1979,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4689,5677,1980,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4691,5649,1982,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4693,5653,1984,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4694,5655,1985,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4695,5647,1986,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4696,5645,1987,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4697,5643,1988,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4699,3349,1990,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4701,3389,1992,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4702,3395,1993,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4703,3396,1994,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4704,3401,1995,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4705,3409,1997,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4706,3415,1999,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4707,3418,2000,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4708,3428,2001,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4709,3435,2002,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4710,4338,2003,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4711,5168,2004,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4712,5453,2005,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4713,7586,2006,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4714,7885,2007,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
CPP,,0,4716,8640,2009,1010,132,10,Philippines,217,Government of Philippines - CPP,Philippines,,840,0,,,,,,,,,,,,,,
MILF,,0,4796,8642,2009,1118,150,112,Philippines (Mindanao),242,Government of Philippines - MILF,Philippines,,840,0,,,,,,,,,,,,,,
"Military faction (forces of Honasan, Abenina & Zumel)",,0,4800,9163,1987,1011,132,10,Philippines,220,"Government of Philippines - Military faction (forces of Honasan, Abenina & Zumel)",Philippines,,840,0,,,,,,,,,,,,,,
"Military faction (forces of Honasan, Abenina & Zumel)",,0,4801,3344,1989,1011,132,10,Philippines,220,"Government of Philippines - Military faction (forces of Honasan, Abenina & Zumel)",Philippines,,840,0,,,,,,,,,,,,,,
"Military faction (forces of Honasan, Abenina & Zumel)",,0,4802,3346,1990,1011,132,10,Philippines,220,"Government of Philippines - Military faction (forces of Honasan, Abenina & Zumel)",Philippines,,840,0,,,,,,,,,,,,,,
MNLF,,0,4858,3452,1989,1117,150,112,Philippines (Mindanao),247,Government of Philippines - MNLF,Philippines,,840,0,,,,,,,,,,,,,,
MNLF,,0,4859,3455,1990,1117,150,112,Philippines (Mindanao),247,Government of Philippines - MNLF,Philippines,,840,0,,,,,,,,,,,,,,
MNLF,,0,4860,3469,1993,1117,150,112,Philippines (Mindanao),247,Government of Philippines - MNLF,Philippines,,840,0,,,,,,,,,,,,,,
MNLF - NM,,0,4865,3530,2001,1120,150,112,Philippines (Mindanao),252,Government of Philippines - MNLF - NM,Philippines,,840,0,,,,,,,,,,,,,,
MNLF - NM,,0,4866,3535,2002,1120,150,112,Philippines (Mindanao),252,Government of Philippines - MNLF - NM,Philippines,,840,0,,,,,,,,,,,,,,
Government of Romania,,0,4867,4441,1989,360,208,175,Romania,357,Government of Romania - NSF,Romania,,360,0,,,,,,,,,,,,,,
NSF,,0,4870,4442,1989,1172,208,175,Romania,357,Government of Romania - NSF,Romania,,360,0,,,,,,,,,,,,,,
APF,,0,4871,4512,1990,1174,223,182,Soviet Union (Azerbaijan),373,Government of Russia (Soviet Union) - APF,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Government of Russia (Soviet Union),,0,4872,4511,1990,365,223,182,Soviet Union (Azerbaijan),373,Government of Russia (Soviet Union) - APF,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Chechen Republic of Ichkeria,,0,4873,4337,1994,1195,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Chechen Republic of Ichkeria,,0,4874,4425,1995,1195,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Chechen Republic of Ichkeria,,0,4881,4499,2000,1195,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Chechen Republic of Ichkeria,,0,4882,4601,2001,1195,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Chechen Republic of Ichkeria,,0,4884,4468,2003,1195,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Chechen Republic of Ichkeria,,0,4885,5186,2004,1195,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Chechen Republic of Ichkeria,,0,4886,5449,2005,1195,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Chechen Republic of Ichkeria,,0,4887,7472,2006,1195,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Chechen Republic of Ichkeria,,0,4888,7937,2007,1195,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Government of Russia (Soviet Union),,0,4889,4336,1994,365,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Government of Russia (Soviet Union),,0,4890,4426,1995,365,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Government of Russia (Soviet Union),,0,4891,4521,1996,365,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Government of Russia (Soviet Union),,0,4892,4479,1999,365,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
Government of Russia (Soviet Union),,0,4893,4498,2000,365,202,206,Russia (Chechnya),348,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Russia (Soviet Union),,365,0,,,,,,,,,,,,,,
